concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Pay Invoice,start,Pedro Alvares,2011-06-08 03:10:00+00:00,Pay Invoice,Pedro Alvares,981,Variant 7,7,Fluxicon Disco
Pay Invoice,complete,Pedro Alvares,2011-06-08 03:20:00+00:00,Pay Invoice,Pedro Alvares,981,Variant 7,7,Fluxicon Disco
Create Purchase Requisition,start,Immanuel Karagianni,2011-05-23 12:59:00+00:00,Create Purchase Requisition,Immanuel Karagianni,988,Variant 5,5,Fluxicon Disco
Create Purchase Requisition,complete,Immanuel Karagianni,2011-05-23 13:14:00+00:00,Create Purchase Requisition,Immanuel Karagianni,988,Variant 5,5,Fluxicon Disco
Create Request for Quotation,start,Anne Olwada,2011-05-23 21:17:00+00:00,Create Request for Quotation,Anne Olwada,988,Variant 5,5,Fluxicon Disco
Create Request for Quotation,complete,Anne Olwada,2011-05-23 21:23:00+00:00,Create Request for Quotation,Anne Olwada,988,Variant 5,5,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-06-01 09:36:00+00:00,Analyze Request for Quotation,Francois de Perrier,988,Variant 5,5,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-06-01 10:07:00+00:00,Analyze Request for Quotation,Francois de Perrier,988,Variant 5,5,Fluxicon Disco
Create Purchase Requisition,start,Christian Francois,2011-05-24 16:18:00+00:00,Create Purchase Requisition,Christian Francois,993,Variant 3,3,Fluxicon Disco
Create Purchase Requisition,complete,Christian Francois,2011-05-24 16:49:00+00:00,Create Purchase Requisition,Christian Francois,993,Variant 3,3,Fluxicon Disco
Analyze Purchase Requisition,start,Francis Odell,2011-05-25 15:24:00+00:00,Analyze Purchase Requisition,Francis Odell,993,Variant 3,3,Fluxicon Disco
Analyze Purchase Requisition,complete,Francis Odell,2011-05-25 15:29:00+00:00,Analyze Purchase Requisition,Francis Odell,993,Variant 3,3,Fluxicon Disco
Create Purchase Requisition,start,Kim Passa,2011-05-25 04:20:00+00:00,Create Purchase Requisition,Kim Passa,997,Variant 4,4,Fluxicon Disco
Create Purchase Requisition,complete,Kim Passa,2011-05-25 05:04:00+00:00,Create Purchase Requisition,Kim Passa,997,Variant 4,4,Fluxicon Disco
Analyze Purchase Requisition,start,Maris Freeman,2011-05-25 15:25:00+00:00,Analyze Purchase Requisition,Maris Freeman,997,Variant 4,4,Fluxicon Disco
Analyze Purchase Requisition,complete,Maris Freeman,2011-05-25 15:29:00+00:00,Analyze Purchase Requisition,Maris Freeman,997,Variant 4,4,Fluxicon Disco
Create Request for Quotation,start,Maris Freeman,2011-05-25 15:32:00+00:00,Create Request for Quotation,Maris Freeman,997,Variant 4,4,Fluxicon Disco
Create Request for Quotation,complete,Maris Freeman,2011-05-25 15:35:00+00:00,Create Request for Quotation,Maris Freeman,997,Variant 4,4,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-05-29 10:18:00+00:00,Analyze Request for Quotation,Magdalena Predutta,997,Variant 4,4,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-05-29 10:44:00+00:00,Analyze Request for Quotation,Magdalena Predutta,997,Variant 4,4,Fluxicon Disco
Create Purchase Requisition,start,Tesca Lobes,2011-05-26 19:39:00+00:00,Create Purchase Requisition,Tesca Lobes,1004,Variant 4,4,Fluxicon Disco
Create Purchase Requisition,complete,Tesca Lobes,2011-05-26 19:56:00+00:00,Create Purchase Requisition,Tesca Lobes,1004,Variant 4,4,Fluxicon Disco
Analyze Purchase Requisition,start,Heinz Gutschmidt,2011-05-27 13:35:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1004,Variant 4,4,Fluxicon Disco
Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-05-27 13:44:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1004,Variant 4,4,Fluxicon Disco
Create Request for Quotation,start,Heinz Gutschmidt,2011-05-27 13:50:00+00:00,Create Request for Quotation,Heinz Gutschmidt,1004,Variant 4,4,Fluxicon Disco
Create Request for Quotation,complete,Heinz Gutschmidt,2011-05-27 13:51:00+00:00,Create Request for Quotation,Heinz Gutschmidt,1004,Variant 4,4,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-05-31 22:43:00+00:00,Analyze Request for Quotation,Francois de Perrier,1004,Variant 4,4,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-05-31 23:18:00+00:00,Analyze Request for Quotation,Francois de Perrier,1004,Variant 4,4,Fluxicon Disco
Create Purchase Requisition,start,Fjodor Kowalski,2011-05-28 07:27:00+00:00,Create Purchase Requisition,Fjodor Kowalski,1008,Variant 5,5,Fluxicon Disco
Create Purchase Requisition,complete,Fjodor Kowalski,2011-05-28 07:50:00+00:00,Create Purchase Requisition,Fjodor Kowalski,1008,Variant 5,5,Fluxicon Disco
Create Request for Quotation,start,Miu Hanwan,2011-05-28 14:05:00+00:00,Create Request for Quotation,Miu Hanwan,1008,Variant 5,5,Fluxicon Disco
Create Request for Quotation,complete,Miu Hanwan,2011-05-28 14:14:00+00:00,Create Request for Quotation,Miu Hanwan,1008,Variant 5,5,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-06-09 22:49:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1008,Variant 5,5,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-06-09 23:20:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1008,Variant 5,5,Fluxicon Disco
Create Purchase Requisition,start,Christian Francois,2011-05-28 08:30:00+00:00,Create Purchase Requisition,Christian Francois,1009,Variant 21,21,Fluxicon Disco
Create Purchase Requisition,complete,Christian Francois,2011-05-28 08:52:00+00:00,Create Purchase Requisition,Christian Francois,1009,Variant 21,21,Fluxicon Disco
Create Request for Quotation,start,Immanuel Karagianni,2011-05-28 16:05:00+00:00,Create Request for Quotation,Immanuel Karagianni,1009,Variant 21,21,Fluxicon Disco
Create Request for Quotation,complete,Immanuel Karagianni,2011-05-28 16:14:00+00:00,Create Request for Quotation,Immanuel Karagianni,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-05-30 16:31:00+00:00,Analyze Request for Quotation,Karel de Groot,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-05-30 16:54:00+00:00,Analyze Request for Quotation,Karel de Groot,1009,Variant 21,21,Fluxicon Disco
Amend Request for Quotation,start,Kim Passa,2011-05-30 17:47:00+00:00,Amend Request for Quotation,Kim Passa,1009,Variant 21,21,Fluxicon Disco
Amend Request for Quotation,complete,Kim Passa,2011-05-30 17:55:00+00:00,Amend Request for Quotation,Kim Passa,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-05-31 23:45:00+00:00,Analyze Request for Quotation,Francois de Perrier,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-06-01 00:09:00+00:00,Analyze Request for Quotation,Francois de Perrier,1009,Variant 21,21,Fluxicon Disco
Amend Request for Quotation,start,Immanuel Karagianni,2011-06-01 01:02:00+00:00,Amend Request for Quotation,Immanuel Karagianni,1009,Variant 21,21,Fluxicon Disco
Amend Request for Quotation,complete,Immanuel Karagianni,2011-06-01 01:11:00+00:00,Amend Request for Quotation,Immanuel Karagianni,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-06-01 02:19:00+00:00,Analyze Request for Quotation,Francois de Perrier,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-06-01 02:46:00+00:00,Analyze Request for Quotation,Francois de Perrier,1009,Variant 21,21,Fluxicon Disco
Amend Request for Quotation,start,Anne Olwada,2011-06-01 03:30:00+00:00,Amend Request for Quotation,Anne Olwada,1009,Variant 21,21,Fluxicon Disco
Amend Request for Quotation,complete,Anne Olwada,2011-06-01 03:40:00+00:00,Amend Request for Quotation,Anne Olwada,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-06-09 01:58:00+00:00,Analyze Request for Quotation,Karel de Groot,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-06-09 02:20:00+00:00,Analyze Request for Quotation,Karel de Groot,1009,Variant 21,21,Fluxicon Disco
Amend Request for Quotation,start,Heinz Gutschmidt,2011-06-09 18:22:00+00:00,Amend Request for Quotation,Heinz Gutschmidt,1009,Variant 21,21,Fluxicon Disco
Amend Request for Quotation,complete,Heinz Gutschmidt,2011-06-09 18:35:00+00:00,Amend Request for Quotation,Heinz Gutschmidt,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-08-08 02:49:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-08-08 03:06:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Send Request for Quotation to Supplier,start,Magdalena Predutta,2011-08-08 12:40:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-08-08 13:09:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Create Quotation comparison Map,start,Magdalena Predutta,2011-08-08 13:44:00+00:00,Create Quotation comparison Map,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Create Quotation comparison Map,complete,Magdalena Predutta,2011-08-08 15:05:00+00:00,Create Quotation comparison Map,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Analyze Quotation Comparison Map,start,Fjodor Kowalski,2011-08-08 21:56:00+00:00,Analyze Quotation Comparison Map,Fjodor Kowalski,1009,Variant 21,21,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Fjodor Kowalski,2011-08-08 22:26:00+00:00,Analyze Quotation Comparison Map,Fjodor Kowalski,1009,Variant 21,21,Fluxicon Disco
Choose best option,start,Esmana Liubiata,2011-08-08 22:26:00+00:00,Choose best option,Esmana Liubiata,1009,Variant 21,21,Fluxicon Disco
Choose best option,complete,Esmana Liubiata,2011-08-08 22:26:00+00:00,Choose best option,Esmana Liubiata,1009,Variant 21,21,Fluxicon Disco
Settle Conditions With Supplier,start,Karel de Groot,2011-08-09 06:33:00+00:00,Settle Conditions With Supplier,Karel de Groot,1009,Variant 21,21,Fluxicon Disco
Settle Conditions With Supplier,complete,Karel de Groot,2011-08-09 14:47:00+00:00,Settle Conditions With Supplier,Karel de Groot,1009,Variant 21,21,Fluxicon Disco
Create Purchase Order,start,Magdalena Predutta,2011-08-10 21:32:00+00:00,Create Purchase Order,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Create Purchase Order,complete,Magdalena Predutta,2011-08-10 21:40:00+00:00,Create Purchase Order,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Confirm Purchase Order,start,Sean Manney,2011-08-17 08:27:00+00:00,Confirm Purchase Order,Sean Manney,1009,Variant 21,21,Fluxicon Disco
Confirm Purchase Order,complete,Sean Manney,2011-08-17 08:32:00+00:00,Confirm Purchase Order,Sean Manney,1009,Variant 21,21,Fluxicon Disco
Deliver Goods Services,start,Carmen Finacse,2011-08-23 14:05:00+00:00,Deliver Goods Services,Carmen Finacse,1009,Variant 21,21,Fluxicon Disco
Deliver Goods Services,complete,Carmen Finacse,2011-08-24 04:57:00+00:00,Deliver Goods Services,Carmen Finacse,1009,Variant 21,21,Fluxicon Disco
Release Purchase Order,start,Nico Ojenbeer,2011-08-24 12:38:00+00:00,Release Purchase Order,Nico Ojenbeer,1009,Variant 21,21,Fluxicon Disco
Release Purchase Order,complete,Nico Ojenbeer,2011-08-24 12:39:00+00:00,Release Purchase Order,Nico Ojenbeer,1009,Variant 21,21,Fluxicon Disco
Approve Purchase Order for payment,start,Magdalena Predutta,2011-08-25 07:36:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Approve Purchase Order for payment,complete,Magdalena Predutta,2011-08-25 07:37:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,1009,Variant 21,21,Fluxicon Disco
Send Invoice,start,Kiu Kan,2011-08-30 05:40:00+00:00,Send Invoice,Kiu Kan,1009,Variant 21,21,Fluxicon Disco
Send Invoice,complete,Kiu Kan,2011-08-30 05:40:00+00:00,Send Invoice,Kiu Kan,1009,Variant 21,21,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-08-30 19:46:00+00:00,Release Supplier's Invoice,Pedro Alvares,1009,Variant 21,21,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-08-30 19:52:00+00:00,Release Supplier's Invoice,Pedro Alvares,1009,Variant 21,21,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-08-30 19:52:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,1009,Variant 21,21,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-08-30 19:52:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,1009,Variant 21,21,Fluxicon Disco
Pay Invoice,start,Pedro Alvares,2011-08-30 20:09:00+00:00,Pay Invoice,Pedro Alvares,1009,Variant 21,21,Fluxicon Disco
Pay Invoice,complete,Pedro Alvares,2011-08-30 20:23:00+00:00,Pay Invoice,Pedro Alvares,1009,Variant 21,21,Fluxicon Disco
Create Purchase Requisition,start,Fjodor Kowalski,2011-05-28 12:20:00+00:00,Create Purchase Requisition,Fjodor Kowalski,1011,Variant 33,33,Fluxicon Disco
Create Purchase Requisition,complete,Fjodor Kowalski,2011-05-28 12:59:00+00:00,Create Purchase Requisition,Fjodor Kowalski,1011,Variant 33,33,Fluxicon Disco
Create Request for Quotation,start,Miu Hanwan,2011-05-28 18:51:00+00:00,Create Request for Quotation,Miu Hanwan,1011,Variant 33,33,Fluxicon Disco
Create Request for Quotation,complete,Miu Hanwan,2011-05-28 19:04:00+00:00,Create Request for Quotation,Miu Hanwan,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-05-29 23:21:00+00:00,Analyze Request for Quotation,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-05-29 23:35:00+00:00,Analyze Request for Quotation,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,start,Miu Hanwan,2011-05-30 00:24:00+00:00,Amend Request for Quotation,Miu Hanwan,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,complete,Miu Hanwan,2011-05-30 00:31:00+00:00,Amend Request for Quotation,Miu Hanwan,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-06-01 12:57:00+00:00,Analyze Request for Quotation,Karel de Groot,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-06-01 13:16:00+00:00,Analyze Request for Quotation,Karel de Groot,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,start,Fjodor Kowalski,2011-06-01 13:57:00+00:00,Amend Request for Quotation,Fjodor Kowalski,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,complete,Fjodor Kowalski,2011-06-01 14:02:00+00:00,Amend Request for Quotation,Fjodor Kowalski,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-06-18 16:31:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-06-18 16:56:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,start,Christian Francois,2011-06-18 17:49:00+00:00,Amend Request for Quotation,Christian Francois,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,complete,Christian Francois,2011-06-18 17:58:00+00:00,Amend Request for Quotation,Christian Francois,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-06-21 19:40:00+00:00,Analyze Request for Quotation,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-06-21 20:08:00+00:00,Analyze Request for Quotation,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,start,Esmana Liubiata,2011-06-21 20:56:00+00:00,Amend Request for Quotation,Esmana Liubiata,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,complete,Esmana Liubiata,2011-06-21 21:05:00+00:00,Amend Request for Quotation,Esmana Liubiata,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-07-08 23:54:00+00:00,Analyze Request for Quotation,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-07-09 00:05:00+00:00,Analyze Request for Quotation,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,start,Clement Duchot,2011-07-09 00:58:00+00:00,Amend Request for Quotation,Clement Duchot,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,complete,Clement Duchot,2011-07-09 01:06:00+00:00,Amend Request for Quotation,Clement Duchot,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-08-18 17:46:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-08-18 18:10:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,start,Nico Ojenbeer,2011-08-18 19:00:00+00:00,Amend Request for Quotation,Nico Ojenbeer,1011,Variant 33,33,Fluxicon Disco
Amend Request for Quotation,complete,Nico Ojenbeer,2011-08-18 19:06:00+00:00,Amend Request for Quotation,Nico Ojenbeer,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-08-22 08:21:00+00:00,Analyze Request for Quotation,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-08-22 08:52:00+00:00,Analyze Request for Quotation,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Send Request for Quotation to Supplier,start,Francois de Perrier,2011-08-22 15:46:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-08-22 16:15:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,1011,Variant 33,33,Fluxicon Disco
Create Quotation comparison Map,start,Magdalena Predutta,2011-08-22 16:55:00+00:00,Create Quotation comparison Map,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Create Quotation comparison Map,complete,Magdalena Predutta,2011-08-22 21:06:00+00:00,Create Quotation comparison Map,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Analyze Quotation Comparison Map,start,Immanuel Karagianni,2011-08-23 03:55:00+00:00,Analyze Quotation Comparison Map,Immanuel Karagianni,1011,Variant 33,33,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Immanuel Karagianni,2011-08-23 04:08:00+00:00,Analyze Quotation Comparison Map,Immanuel Karagianni,1011,Variant 33,33,Fluxicon Disco
Choose best option,start,Christian Francois,2011-08-23 04:08:00+00:00,Choose best option,Christian Francois,1011,Variant 33,33,Fluxicon Disco
Choose best option,complete,Christian Francois,2011-08-23 04:08:00+00:00,Choose best option,Christian Francois,1011,Variant 33,33,Fluxicon Disco
Settle Conditions With Supplier,start,Karel de Groot,2011-08-23 08:52:00+00:00,Settle Conditions With Supplier,Karel de Groot,1011,Variant 33,33,Fluxicon Disco
Settle Conditions With Supplier,complete,Karel de Groot,2011-08-23 23:25:00+00:00,Settle Conditions With Supplier,Karel de Groot,1011,Variant 33,33,Fluxicon Disco
Create Purchase Order,start,Magdalena Predutta,2011-08-24 01:25:00+00:00,Create Purchase Order,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Create Purchase Order,complete,Magdalena Predutta,2011-08-24 01:32:00+00:00,Create Purchase Order,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Confirm Purchase Order,start,Carmen Finacse,2011-08-27 05:53:00+00:00,Confirm Purchase Order,Carmen Finacse,1011,Variant 33,33,Fluxicon Disco
Confirm Purchase Order,complete,Carmen Finacse,2011-08-27 06:00:00+00:00,Confirm Purchase Order,Carmen Finacse,1011,Variant 33,33,Fluxicon Disco
Deliver Goods Services,start,Kiu Kan,2011-08-27 19:34:00+00:00,Deliver Goods Services,Kiu Kan,1011,Variant 33,33,Fluxicon Disco
Deliver Goods Services,complete,Kiu Kan,2011-08-29 18:00:00+00:00,Deliver Goods Services,Kiu Kan,1011,Variant 33,33,Fluxicon Disco
Release Purchase Order,start,Tesca Lobes,2011-08-30 01:27:00+00:00,Release Purchase Order,Tesca Lobes,1011,Variant 33,33,Fluxicon Disco
Release Purchase Order,complete,Tesca Lobes,2011-08-30 01:28:00+00:00,Release Purchase Order,Tesca Lobes,1011,Variant 33,33,Fluxicon Disco
Approve Purchase Order for payment,start,Magdalena Predutta,2011-09-01 01:09:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Approve Purchase Order for payment,complete,Magdalena Predutta,2011-09-01 01:10:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,1011,Variant 33,33,Fluxicon Disco
Send Invoice,start,Sean Manney,2011-09-03 05:14:00+00:00,Send Invoice,Sean Manney,1011,Variant 33,33,Fluxicon Disco
Send Invoice,complete,Sean Manney,2011-09-03 05:14:00+00:00,Send Invoice,Sean Manney,1011,Variant 33,33,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-09-03 19:35:00+00:00,Release Supplier's Invoice,Pedro Alvares,1011,Variant 33,33,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-09-03 19:38:00+00:00,Release Supplier's Invoice,Pedro Alvares,1011,Variant 33,33,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Pedro Alvares,2011-09-03 19:38:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,1011,Variant 33,33,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-09-03 19:38:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,1011,Variant 33,33,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-09-03 20:04:00+00:00,Pay Invoice,Karalda Nimwada,1011,Variant 33,33,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-09-03 20:13:00+00:00,Pay Invoice,Karalda Nimwada,1011,Variant 33,33,Fluxicon Disco
Create Purchase Requisition,start,Alberto Duport,2011-05-28 19:50:00+00:00,Create Purchase Requisition,Alberto Duport,1015,Variant 3,3,Fluxicon Disco
Create Purchase Requisition,complete,Alberto Duport,2011-05-28 20:05:00+00:00,Create Purchase Requisition,Alberto Duport,1015,Variant 3,3,Fluxicon Disco
Analyze Purchase Requisition,start,Heinz Gutschmidt,2011-05-29 19:34:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1015,Variant 3,3,Fluxicon Disco
Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-05-29 19:38:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1015,Variant 3,3,Fluxicon Disco
Create Purchase Requisition,start,Penn Osterwalder,2011-05-28 22:39:00+00:00,Create Purchase Requisition,Penn Osterwalder,1018,Variant 15,15,Fluxicon Disco
Create Purchase Requisition,complete,Penn Osterwalder,2011-05-28 23:16:00+00:00,Create Purchase Requisition,Penn Osterwalder,1018,Variant 15,15,Fluxicon Disco
Create Request for Quotation,start,Nico Ojenbeer,2011-05-29 02:49:00+00:00,Create Request for Quotation,Nico Ojenbeer,1018,Variant 15,15,Fluxicon Disco
Create Request for Quotation,complete,Nico Ojenbeer,2011-05-29 02:55:00+00:00,Create Request for Quotation,Nico Ojenbeer,1018,Variant 15,15,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-06-03 10:21:00+00:00,Analyze Request for Quotation,Francois de Perrier,1018,Variant 15,15,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-06-03 11:00:00+00:00,Analyze Request for Quotation,Francois de Perrier,1018,Variant 15,15,Fluxicon Disco
Amend Request for Quotation,start,Maris Freeman,2011-06-04 02:45:00+00:00,Amend Request for Quotation,Maris Freeman,1018,Variant 15,15,Fluxicon Disco
Amend Request for Quotation,complete,Maris Freeman,2011-06-04 03:07:00+00:00,Amend Request for Quotation,Maris Freeman,1018,Variant 15,15,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-06-07 00:08:00+00:00,Analyze Request for Quotation,Francois de Perrier,1018,Variant 15,15,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-06-07 00:16:00+00:00,Analyze Request for Quotation,Francois de Perrier,1018,Variant 15,15,Fluxicon Disco
Amend Request for Quotation,start,Christian Francois,2011-06-07 01:02:00+00:00,Amend Request for Quotation,Christian Francois,1018,Variant 15,15,Fluxicon Disco
Amend Request for Quotation,complete,Christian Francois,2011-06-07 01:11:00+00:00,Amend Request for Quotation,Christian Francois,1018,Variant 15,15,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-07-02 20:56:00+00:00,Analyze Request for Quotation,Francois de Perrier,1018,Variant 15,15,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-07-02 21:12:00+00:00,Analyze Request for Quotation,Francois de Perrier,1018,Variant 15,15,Fluxicon Disco
Amend Request for Quotation,start,Heinz Gutschmidt,2011-07-03 13:04:00+00:00,Amend Request for Quotation,Heinz Gutschmidt,1018,Variant 15,15,Fluxicon Disco
Amend Request for Quotation,complete,Heinz Gutschmidt,2011-07-03 13:20:00+00:00,Amend Request for Quotation,Heinz Gutschmidt,1018,Variant 15,15,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-08-08 05:44:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1018,Variant 15,15,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-08-08 06:19:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1018,Variant 15,15,Fluxicon Disco
Send Request for Quotation to Supplier,start,Magdalena Predutta,2011-08-08 11:48:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,1018,Variant 15,15,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-08-08 12:10:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,1018,Variant 15,15,Fluxicon Disco
Create Quotation comparison Map,start,Karel de Groot,2011-08-08 12:21:00+00:00,Create Quotation comparison Map,Karel de Groot,1018,Variant 15,15,Fluxicon Disco
Create Quotation comparison Map,complete,Karel de Groot,2011-08-08 16:33:00+00:00,Create Quotation comparison Map,Karel de Groot,1018,Variant 15,15,Fluxicon Disco
Analyze Quotation Comparison Map,start,Miu Hanwan,2011-08-08 22:54:00+00:00,Analyze Quotation Comparison Map,Miu Hanwan,1018,Variant 15,15,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Miu Hanwan,2011-08-08 23:21:00+00:00,Analyze Quotation Comparison Map,Miu Hanwan,1018,Variant 15,15,Fluxicon Disco
Choose best option,start,Anne Olwada,2011-08-08 23:21:00+00:00,Choose best option,Anne Olwada,1018,Variant 15,15,Fluxicon Disco
